new rate file
1.4 2.51188643151e-07 361.2047
1.4 2.51188643151e-08 0.44174176
1.4 3.16227766017e-06 0
1.4 3.16227766017e-07 364.2429
1.4 3.16227766017e-08 1.1248581
1.4 3.98107170553e-06 0
1.4 3.98107170553e-07 237.90459
1.4 3.98107170553e-08 2.4787809
1.4 5.01187233627e-06 0
1.4 5.01187233627e-07 76.355942
1.4 5.01187233627e-08 6.5021955
1.4 6.3095734448e-06 0
1.4 6.3095734448e-07 17.309799
1.4 6.3095734448e-08 15.465545
1.4 7.94328234724e-06 0
1.4 7.94328234724e-07 1.2750721
1.4 7.94328234724e-08 32.008925
1.4 1.5e-07 190.82257
1.4 1e-06 0.013338924
1.4 1e-07 70.114061
1.4 2e-08 0.18265684
1.4 5e-07 92.627885
1.4 5e-08 6.2654261
1.4 7e-07 6.8932678
1.4 8e-08 33.020711
1.5 1.25892541179e-05 0
1.5 1.25892541179e-06 1.5918123e-08
1.5 1.58489319246e-05 0
1.5 1.58489319246e-06 1.409799e-15
1.5 1.58489319246e-08 0.051887547
1.5 1.99526231497e-05 0
1.5 1.99526231497e-06 2.0657159e-26
1.5 1.99526231497e-07 153.24744
1.5 1.99526231497e-08 0.12628969
1.5 1e-05 0
1.5 1e-06 0.00014338131
1.5 1e-07 41.218167
1.5 2.51188643151e-06 2.2537575e-42
1.5 2.51188643151e-07 151.14402
1.5 2.51188643151e-08 0.31804795
1.5 3.16227766017e-06 0
1.5 3.16227766017e-07 108.07741
1.5 3.16227766017e-08 0.80218897
1.5 3.98107170553e-06 0
1.5 3.98107170553e-07 55.731358
1.5 3.98107170553e-08 1.9106443
1.5 5.01187233627e-06 0
1.5 5.01187233627e-07 14.406169
1.5 5.01187233627e-08 4.4424501
1.5 6.3095734448e-06 0
1.5 6.3095734448e-07 1.8019556
1.5 6.3095734448e-08 10.059434
1.5 7.94328234724e-06 0
1.5 7.94328234724e-07 0.04537224
1.5 7.94328234724e-08 20.993191
1.5 1e-05 0
1.5 1e-06 0.00018633359
1.5 1e-07 42.9863
1.5 1e-08 0.0082984967
1.5 5e-06 0
1.5 5e-07 14.530219
1.5 5e-08 4.404675
1.6 1.25892541179e-05 0
1.6 1.25892541179e-06 2.0529129e-11
1.6 1.58489319246e-06 2.6086185e-19
1.6 1.58489319246e-08 0.035074536
1.6 1.99526231497e-05 0
1.6 1.99526231497e-06 1.7871808e-30
1.6 1.99526231497e-07 70.872327
1.6 1.99526231497e-08 0.083694683
1.6 1e-05 0
1.6 1e-06 5.2720179e-06
1.6 1e-07 24.266559
1.6 2.51188643151e-06 0
1.6 2.51188643151e-07 72.821114
1.6 2.51188643151e-08 0.20694149
1.6 3.16227766017e-06 0
1.6 3.16227766017e-07 42.297193
1.6 3.16227766017e-08 0.49670399
1.6 3.98107170553e-06 0
1.6 3.98107170553e-07 20.586873
1.6 3.98107170553e-08 1.2684885
1.6 5.01187233627e-06 0
1.6 5.01187233627e-07 3.9922069
1.6 5.01187233627e-08 2.8205662
1.6 6.3095734448e-06 0
1.6 6.3095734448e-07 0.31138308
1.6 6.3095734448e-08 6.2622399
1.6 7.94328234724e-07 0.0031136713
1.6 7.94328234724e-08 13.554516
1.6 1.5e-07 58.998239
1.6 1e-07 24.713238
1.6 5e-07 3.999532
1.6 5e-08 2.7679417
1.6 7e-07 0.034122631
1.6 8e-08 13.789976
1.7 1.25892541179e-05 0
1.7 1.25892541179e-06 9.9530684e-14
1.7 1.58489319246e-05 0
1.7 1.58489319246e-06 5.4460742e-22
1.7 1.58489319246e-08 0.025131998
1.7 1.99526231497e-05 0
1.7 1.99526231497e-06 5.4097369e-37
1.7 1.99526231497e-07 39.449673
1.7 1.99526231497e-08 0.058207749
1.7 1e-05 0
1.7 1e-06 6.5490567e-08
1.7 1e-07 14.960831
1.7 2.51188643151e-06 0
1.7 2.51188643151e-07 33.107493
1.7 2.51188643151e-08 0.15270865
1.7 3.16227766017e-06 0
1.7 3.16227766017e-07 18.417362
1.7 3.98107170553e-06 0
1.7 3.98107170553e-07 6.5010671
1.7 3.98107170553e-08 0.80744356
1.7 5.01187233627e-06 0
1.7 5.01187233627e-07 0.95136622
1.7 5.01187233627e-08 1.8857811
1.7 6.3095734448e-06 0
1.7 6.3095734448e-07 0.035389945
1.7 6.3095734448e-08 4.0126714
1.7 7.94328234724e-06 0
1.7 7.94328234724e-07 0.00021703303
1.7 7.94328234724e-08 7.890462
1.7 1.5e-07 31.095144
1.7 1e-07 14.959396
1.7 5e-07 0.97948841
1.7 5e-08 1.9365648
1.7 7e-07 0.0046927434
1.7 8e-08 8.4215267
1.8 1.25892541179e-05 0
1.8 1.25892541179e-06 5.8095768e-15
1.8 1.58489319246e-05 0
1.8 1.58489319246e-06 2.4732163e-24
1.8 1.58489319246e-08 0.015839788
1.8 1.99526231497e-05 0
1.8 1.99526231497e-06 9.7393649e-41
1.8 1.99526231497e-07 20.489806
1.8 1.99526231497e-08 0.040640836
1.8 1e-05 0
1.8 1e-06 5.993061e-09
1.8 1e-07 9.1179944
1.8 2.51188643151e-06 0
1.8 2.51188643151e-07 18.081882
1.8 2.51188643151e-08 0.093030626
1.8 3.16227766017e-06 0
1.8 3.16227766017e-07 9.4800357
1.8 3.16227766017e-08 0.22346895
1.8 3.98107170553e-07 3.0814713
1.8 3.98107170553e-08 0.51420456
1.8 5.01187233627e-06 0
1.8 5.01187233627e-07 0.32044271
1.8 5.01187233627e-08 1.2722877
1.8 6.3095734448e-06 0
1.8 6.3095734448e-07 0.0075335056
1.8 6.3095734448e-08 2.5735798
1.8 7.94328234724e-06 0
1.8 7.94328234724e-07 4.4099275e-05
1.8 7.94328234724e-08 4.9818662
1.8 1.5e-07 19.019047
1.8 1e-07 9.1766354
1.8 5e-07 0.32035806
1.8 5e-08 1.2103186
1.8 7e-07 0.0015856896
1.8 8e-08 5.1946776
1.9 1.25892541179e-05 0
1.9 1.25892541179e-06 4.6119393e-15
1.9 1.58489319246e-05 0
1.9 1.58489319246e-06 1.6187652e-25
1.9 1.58489319246e-08 0.0092555827
1.9 1.99526231497e-05 0
1.9 1.99526231497e-06 8.387342e-42
1.9 1.99526231497e-07 14.259476
1.9 1.99526231497e-08 0.024224442
1.9 1e-05 0
1.9 1e-06 4.0468236e-09
1.9 1e-07 5.8151805
1.9 2.51188643151e-06 0
1.9 2.51188643151e-07 12.809611
1.9 2.51188643151e-08 0.059841745
1.9 3.16227766017e-06 0
1.9 3.16227766017e-07 5.8745129
1.9 3.16227766017e-08 0.13486994
1.9 3.98107170553e-06 0
1.9 3.98107170553e-07 1.6212575
1.9 3.98107170553e-08 0.32904222
1.9 5.01187233627e-06 0
1.9 5.01187233627e-07 0.22417839
1.9 5.01187233627e-08 0.74114117
1.9 6.3095734448e-06 0
1.9 6.3095734448e-07 0.0072244698
1.9 6.3095734448e-08 1.5842878
1.9 7.94328234724e-06 0
1.9 7.94328234724e-07 2.3730309e-05
1.9 7.94328234724e-08 3.1003662
1.9 1.5e-07 12.40109
1.9 1e-07 5.9283033
1.9 5e-07 0.27065685
1.9 5e-08 0.72535096
1.9 7e-07 0.00083973588
1.9 8e-08 3.3750356
2 1.25892541179e-05 0
2 1.25892541179e-06 4.9701588e-18
2 1.58489319246e-05 0
2 1.58489319246e-06 7.6947471e-30
2 1.58489319246e-08 0.0069972574
2 1.99526231497e-05 0
2 1.99526231497e-06 0
2 1.99526231497e-07 7.3302666
2 1.99526231497e-08 0.016059288
2 1e-05 0
2 1e-06 4.6386867e-11
2 1e-07 3.833136
2 2.51188643151e-06 0
2 2.51188643151e-07 4.6768599
2 2.51188643151e-08 0.041659073
2 3.16227766017e-06 0
2 3.16227766017e-07 2.5916789
2 3.16227766017e-08 0.10859247
2 3.98107170553e-06 0
2 3.98107170553e-07 0.43743329
2 3.98107170553e-08 0.22555491
2 5.01187233627e-06 0
2 5.01187233627e-07 0.041558462
2 5.01187233627e-08 0.53119935
2 6.3095734448e-06 0
2 6.3095734448e-07 0.0011380085
2 6.3095734448e-08 1.0172605
2 7.94328234724e-06 0
2 7.94328234724e-07 1.5488787e-06
2 7.94328234724e-08 2.182327
2.1 1.58489319246e-08 0.0050403869
2.1 1.99526231497e-08 0.01257791
2.1 1e-07 2.4253485
2.1 2.51188643151e-08 0.028722232
2.1 3.16227766017e-08 0.07228641
2.1 3.98107170553e-08 0.16481811
2.1 5.01187233627e-08 0.36132291
2.1 6.3095734448e-08 0.75137711
2.1 7.94328234724e-08 1.4742592
2.1 1.5e-07 4.2687511
2.1 1e-07 2.3792494
2.1 5e-07 0.012723504
2.1 5e-08 0.36386006
2.1 7e-07 9.603526e-06
2.1 8e-08 1.4702605
2.2 1.58489319246e-08 0.0039017008
2.2 1.99526231497e-08 0.0086590241
2.2 1e-07 1.6547489
2.2 2.51188643151e-08 0.02094973
2.2 3.16227766017e-08 0.052605405
2.2 3.98107170553e-08 0.12217769
2.2 5.01187233627e-08 0.26334735
2.2 6.3095734448e-08 0.52575204
2.2 7.94328234724e-08 1.0166475
2.2 1.5e-07 2.6004228
2.2 1e-07 1.5818005
2.2 5e-07 0.00296926
2.2 5e-08 0.26946057
2.2 7e-07 9.4406218e-07
2.2 8e-08 1.0255725
2 1e-05 0
2 1e-06 3.4478611e-11
2 1e-07 3.8100499
2 1e-08 0.0011039996
2 5e-06 0
2 5e-07 0.065885835
2 5e-08 0.50614115
